ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Courier_ID
415,D,Flight,2,1,218,2,low,M,15,2745,1,Courier_1
416,F,Flight,3,2,115,3,low,F,27,1814,1,Courier_5
417,A,Flight,4,3,159,3,low,M,33,1330,1,Courier_2
418,B,Flight,5,5,133,3,low,M,63,1218,1,Courier_2
419,C,Flight,5,2,178,3,low,M,48,1517,1,Courier_5
420,F,Flight,4,2,134,2,low,F,43,1714,1,Courier_4
421,D,Flight,3,1,184,5,medium,F,58,2544,1,Courier_2
422,F,Flight,4,2,251,2,medium,M,24,2405,1,Courier_4
423,A,Flight,3,2,141,3,low,M,7,1933,1,Courier_2
424,B,Flight,4,4,229,2,medium,M,45,3776,1,Courier_2
425,C,Flight,4,1,203,4,low,M,34,3813,1,Courier_3
426,F,Flight,4,3,158,3,medium,F,57,1911,1,Courier_2
427,D,Flight,3,4,167,3,medium,M,52,1755,1,Courier_1
428,F,Flight,5,4,197,4,low,F,40,3303,1,Courier_5
429,A,Ship,2,2,140,3,low,F,19,1806,1,Courier_5
430,B,Ship,5,1,205,2,medium,M,27,3569,1,Courier_4
431,C,Ship,5,5,208,3,low,F,45,2018,1,Courier_2
432,F,Ship,4,2,96,3,low,M,22,1294,1,Courier_1
433,D,Ship,6,4,205,3,low,F,44,2064,1,Courier_4
434,F,Ship,4,2,215,3,medium,F,48,2953,1,Courier_3
435,A,Ship,4,1,216,3,low,F,43,2643,1,Courier_4
436,B,Ship,3,1,112,2,high,M,22,1846,1,Courier_4
437,C,Ship,5,4,222,3,low,F,20,3632,1,Courier_2
438,F,Ship,5,2,186,3,medium,F,15,2153,1,Courier_3
439,D,Ship,3,5,241,3,medium,M,48,2841,1,Courier_4
440,F,Ship,3,3,172,3,low,F,58,1269,1,Courier_1
441,A,Ship,3,5,251,2,high,M,23,2426,1,Courier_1
442,B,Ship,5,3,190,3,high,M,45,2628,1,Courier_5
443,C,Ship,4,3,186,2,medium,F,48,2805,1,Courier_3
444,F,Ship,4,4,207,2,medium,M,35,2596,1,Courier_3
445,D,Ship,3,3,135,3,low,F,19,1366,1,Courier_5
446,F,Ship,4,4,189,2,medium,F,18,2955,1,Courier_4
447,A,Ship,4,4,173,5,medium,F,51,1691,1,Courier_3
448,B,Ship,3,4,194,3,medium,M,3,2169,1,Courier_1
449,C,Ship,3,1,183,3,low,M,19,3018,1,Courier_1
450,F,Ship,4,3,140,2,low,F,22,1248,1,Courier_2
451,D,Ship,4,4,244,3,medium,F,55,2782,1,Courier_3
452,F,Ship,2,3,189,4,low,M,34,3355,1,Courier_4
453,A,Ship,3,2,157,2,medium,M,53,1390,1,Courier_5
454,B,Ship,4,1,275,10,medium,F,23,2726,1,Courier_5
455,C,Ship,4,5,133,3,low,F,53,1467,1,Courier_4
456,F,Ship,4,1,149,3,medium,M,54,1178,1,Courier_2
457,D,Ship,3,3,254,2,high,M,17,3153,1,Courier_5
458,F,Ship,3,4,145,8,low,F,15,1429,1,Courier_3
459,A,Ship,3,2,179,5,low,F,52,1991,1,Courier_2
460,B,Ship,5,2,168,3,low,M,26,1526,1,Courier_3
461,C,Ship,4,1,202,3,medium,F,18,3940,1,Courier_1
462,F,Ship,3,4,220,7,low,M,43,2620,1,Courier_2
463,D,Ship,3,4,244,8,low,M,1,2703,1,Courier_5
464,F,Ship,4,2,186,7,medium,F,40,3111,1,Courier_2
465,A,Ship,5,2,263,8,medium,M,24,3139,1,Courier_2
466,B,Ship,3,2,294,4,low,F,15,1318,1,Courier_2
467,C,Ship,3,5,226,2,medium,F,2,1043,1,Courier_2
468,F,Ship,4,4,173,5,medium,F,2,1175,1,Courier_3
469,D,Ship,3,5,194,3,medium,F,10,2277,1,Courier_1
470,F,Ship,3,5,183,3,low,F,2,3459,1,Courier_4
471,A,Ship,4,1,140,2,low,M,61,1770,1,Courier_2
472,B,Ship,4,3,244,3,medium,M,8,3318,1,Courier_5
473,C,Ship,2,2,189,4,low,M,9,3413,1,Courier_2
474,F,Ship,3,1,157,2,medium,F,39,1525,1,Courier_5
475,D,Ship,4,3,275,10,medium,M,10,2093,1,Courier_3
476,F,Ship,4,5,133,3,low,M,59,1092,1,Courier_5
477,A,Ship,4,2,149,3,medium,M,26,1863,1,Courier_4
478,B,Ship,3,4,254,2,high,F,41,3973,1,Courier_1
479,C,Ship,3,4,145,8,low,F,24,1594,1,Courier_5
480,F,Ship,3,5,179,5,low,M,56,1113,1,Courier_5
481,D,Ship,5,4,168,3,low,F,13,1317,1,Courier_1
482,F,Ship,4,5,202,3,medium,F,46,3181,1,Courier_4
483,A,Ship,3,3,220,7,low,M,25,2141,1,Courier_2
484,B,Ship,3,2,244,8,low,F,50,3562,1,Courier_5
485,C,Ship,4,3,186,7,medium,F,30,2062,1,Courier_1
486,F,Ship,5,5,263,8,medium,F,9,2236,1,Courier_3
487,D,Ship,3,1,294,4,low,F,25,1498,1,Courier_1
488,F,Ship,4,1,139,3,low,F,56,1811,1,Courier_3
489,A,Ship,7,5,192,3,low,M,46,1550,1,Courier_4
490,B,Ship,3,3,235,3,low,M,5,3065,1,Courier_2
491,C,Ship,2,1,176,3,low,F,15,1996,1,Courier_1
492,F,Ship,5,4,224,3,low,F,34,2627,1,Courier_5
493,D,Ship,3,4,128,3,medium,F,51,1524,1,Courier_4
494,F,Ship,5,4,226,5,low,M,47,2240,1,Courier_1
495,A,Ship,5,1,160,5,medium,F,16,1526,1,Courier_5
496,B,Ship,3,1,197,5,low,M,45,2224,1,Courier_1
497,C,Ship,4,2,216,3,low,F,12,2273,1,Courier_3
498,F,Ship,4,4,199,2,low,M,9,3075,1,Courier_1
499,D,Ship,5,5,271,2,low,M,27,3957,1,Courier_1
500,F,Ship,5,1,201,3,low,F,47,2657,1,Courier_1
501,A,Ship,3,4,212,2,low,M,33,2021,1,Courier_4
502,B,Ship,3,2,177,3,low,M,10,1641,1,Courier_1
503,C,Ship,3,4,191,4,medium,F,43,2903,1,Courier_5
504,F,Ship,3,2,174,3,low,M,30,1986,1,Courier_3
505,D,Ship,5,3,162,2,low,F,14,1045,1,Courier_3
506,F,Ship,3,1,219,2,low,F,39,2696,1,Courier_1
507,A,Ship,4,4,155,3,medium,F,35,1421,1,Courier_4
508,B,Ship,5,3,230,3,medium,F,3,2923,1,Courier_4
509,C,Ship,4,5,192,2,medium,F,36,2497,1,Courier_5
510,F,Ship,5,2,235,3,low,M,14,2984,1,Courier_1
511,D,Ship,3,2,200,3,low,M,46,3642,1,Courier_3
512,F,Ship,5,2,172,3,medium,M,65,1667,1,Courier_4
513,A,Ship,5,4,160,4,low,F,6,1603,1,Courier_1
514,B,Ship,5,3,250,5,low,M,12,2722,1,Courier_4
515,C,Ship,4,2,174,3,low,M,9,1682,1,Courier_4
516,F,Ship,3,2,204,3,high,F,54,3608,1,Courier_3
517,D,Ship,3,5,274,3,medium,F,51,3476,1,Courier_2
518,F,Ship,5,5,262,2,medium,F,62,3744,1,Courier_5
519,A,Ship,4,5,138,3,medium,M,23,1785,1,Courier_5
520,B,Ship,3,1,215,3,medium,F,2,3873,1,Courier_3
521,C,Ship,3,1,145,2,low,F,34,1773,1,Courier_4
522,F,Road,4,5,149,2,medium,M,56,1141,1,Courier_1
523,D,Road,6,5,212,2,medium,M,38,2359,1,Courier_4
524,F,Road,3,1,155,3,medium,F,47,1193,1,Courier_3
525,A,Road,5,2,154,3,low,M,40,1238,1,Courier_5
526,B,Road,3,3,249,3,medium,M,51,2173,1,Courier_4
527,C,Road,5,1,206,2,low,M,2,3490,1,Courier_5
528,F,Road,4,5,235,3,medium,F,22,2015,1,Courier_1
529,D,Road,5,5,261,3,medium,F,8,3257,1,Courier_5
530,F,Road,6,1,243,4,high,F,22,3537,1,Courier_5
531,A,Road,3,2,237,2,high,M,26,3103,1,Courier_2
532,B,Road,2,4,179,2,low,F,19,1900,1,Courier_2
533,C,Road,4,3,192,3,low,F,43,3498,1,Courier_2
534,F,Road,3,1,141,3,medium,F,39,1838,1,Courier_5
535,D,Road,3,2,245,3,low,F,61,2188,1,Courier_3
536,F,Road,4,4,177,4,medium,F,32,1774,1,Courier_5
537,A,Road,2,3,154,4,high,F,17,1897,1,Courier_3
538,B,Road,4,4,228,3,medium,F,12,3359,1,Courier_3
539,C,Road,3,3,207,6,high,F,24,3702,1,Courier_2
540,F,Road,4,4,266,4,medium,F,33,2701,1,Courier_4
541,D,Road,3,3,172,3,medium,F,42,1707,1,Courier_1
542,F,Road,4,3,142,3,low,F,35,1512,1,Courier_2
543,A,Road,4,5,218,3,low,F,40,3200,1,Courier_2
544,B,Flight,3,3,231,2,low,M,46,2962,1,Courier_4
545,C,Flight,4,2,180,3,low,F,47,1434,1,Courier_1
546,F,Flight,3,1,168,3,low,M,46,1886,1,Courier_5
547,D,Flight,5,5,147,4,high,F,42,1642,1,Courier_5
548,F,Flight,5,4,245,5,low,M,6,3592,1,Courier_2
549,A,Flight,2,4,182,3,medium,M,47,3792,1,Courier_1
550,B,Flight,3,4,176,3,medium,F,8,1567,1,Courier_2
551,C,Flight,5,3,197,4,medium,F,51,2917,1,Courier_3
552,F,Flight,3,5,233,3,medium,M,52,3519,1,Courier_2
553,D,Flight,3,4,156,2,low,M,8,1145,1,Courier_2
554,F,Flight,2,3,257,4,medium,F,52,2073,1,Courier_5
555,A,Flight,5,4,250,3,low,F,11,3373,1,Courier_5
556,B,Flight,5,4,189,5,low,M,3,3301,1,Courier_5
557,C,Flight,3,3,255,2,high,M,7,3311,1,Courier_3
558,F,Flight,2,3,198,2,medium,M,28,3514,1,Courier_5
559,D,Flight,4,2,164,3,medium,M,15,1489,1,Courier_1
560,F,Flight,5,2,271,3,medium,M,32,3785,1,Courier_4
561,A,Flight,3,1,185,2,medium,F,34,3299,1,Courier_1
562,B,Flight,2,5,157,6,high,F,17,1764,1,Courier_1
563,C,Flight,3,2,137,2,medium,M,17,1673,1,Courier_5
564,F,Flight,3,3,229,3,low,M,14,2164,1,Courier_4
565,D,Flight,3,3,234,2,medium,F,39,2449,1,Courier_4
566,F,Ship,4,3,216,2,low,M,52,3578,1,Courier_4
567,A,Ship,3,1,163,4,low,F,20,1940,1,Courier_3
568,B,Ship,5,2,268,3,low,M,19,2526,1,Courier_5
569,C,Ship,3,3,205,5,medium,M,35,2988,1,Courier_4
570,F,Ship,4,5,265,2,medium,F,18,2969,1,Courier_3
571,D,Ship,2,2,236,3,medium,M,3,3416,1,Courier_2
572,F,Ship,4,1,132,3,low,M,63,1901,1,Courier_2
573,A,Ship,3,4,234,2,medium,M,46,3108,1,Courier_3
574,B,Ship,4,3,108,6,low,F,22,1745,1,Courier_3
575,C,Ship,4,2,276,2,low,M,54,3706,1,Courier_5
576,F,Ship,4,2,179,4,low,M,1,1063,1,Courier_5
577,D,Ship,4,1,230,3,medium,M,40,2225,1,Courier_2
578,F,Ship,3,2,210,3,medium,F,43,2096,1,Courier_4
579,A,Ship,3,2,173,3,low,F,15,1992,1,Courier_2
580,B,Ship,2,5,201,3,medium,F,29,3894,1,Courier_4
581,C,Ship,3,3,214,2,low,M,21,3342,1,Courier_4
582,F,Ship,4,2,216,2,medium,F,22,3024,1,Courier_5
583,D,Ship,2,5,144,3,medium,M,61,1313,1,Courier_1
584,F,Ship,5,5,182,3,medium,F,27,3039,1,Courier_1
585,A,Ship,3,3,163,2,medium,F,48,1369,1,Courier_3
586,B,Ship,3,3,234,3,medium,F,8,2334,1,Courier_5
587,C,Ship,3,2,158,3,high,F,59,1307,1,Courier_4
588,F,Ship,3,5,194,2,medium,M,4,3496,1,Courier_1
589,D,Ship,3,1,201,6,medium,F,3,2497,1,Courier_4
590,F,Ship,3,2,178,2,medium,F,59,1933,1,Courier_1
591,A,Ship,4,1,214,5,medium,M,51,2669,1,Courier_1
592,B,Ship,3,3,281,2,medium,M,55,3047,1,Courier_1
593,C,Ship,3,2,260,3,medium,F,2,2176,1,Courier_5
594,F,Ship,3,2,200,2,medium,F,46,3174,1,Courier_2
595,D,Ship,5,3,209,2,high,F,49,2581,1,Courier_4
596,F,Ship,3,1,185,3,low,M,61,3280,1,Courier_5
597,A,Ship,4,3,230,3,low,F,62,2236,1,Courier_5
598,B,Ship,3,4,134,3,medium,F,31,1540,1,Courier_5
599,C,Ship,4,5,270,2,low,F,34,2821,1,Courier_5
600,F,Ship,4,1,140,3,medium,F,1,1464,1,Courier_5
601,D,Ship,6,3,133,5,medium,M,32,1367,1,Courier_3
602,F,Ship,3,4,145,3,medium,M,44,1218,1,Courier_4
603,A,Ship,4,3,206,3,medium,M,58,2135,1,Courier_5
604,B,Ship,3,1,162,2,low,F,52,1125,1,Courier_4
605,C,Ship,4,3,187,2,low,F,58,3665,1,Courier_3
606,F,Ship,4,4,166,5,low,F,54,1203,1,Courier_3
607,D,Ship,4,5,178,3,low,F,48,1819,1,Courier_4
608,F,Ship,3,1,167,2,high,F,34,1967,1,Courier_1
609,A,Ship,4,4,224,3,high,M,60,3145,1,Courier_2
610,B,Ship,4,4,158,3,medium,M,11,1224,1,Courier_1
611,C,Ship,3,4,134,2,medium,M,43,1198,1,Courier_1
612,F,Ship,4,2,147,2,medium,F,20,1387,1,Courier_1
613,D,Ship,4,3,187,3,low,M,61,2207,1,Courier_5
614,F,Ship,4,5,247,2,medium,F,18,2404,1,Courier_3
615,A,Ship,5,4,182,4,high,M,20,2212,1,Courier_1
616,B,Ship,4,1,177,4,medium,F,33,1049,1,Courier_3
617,C,Ship,5,5,143,2,high,F,18,1066,1,Courier_4
618,F,Ship,5,3,245,2,medium,F,8,3231,1,Courier_2
619,D,Ship,4,1,133,4,medium,M,64,1834,1,Courier_4
620,F,Ship,3,5,224,2,low,M,13,3891,1,Courier_4
621,A,Ship,2,5,265,2,low,F,50,3859,1,Courier_5
622,B,Ship,4,1,138,2,low,M,28,1528,1,Courier_2
623,C,Ship,3,4,253,3,low,M,6,3788,1,Courier_4
624,F,Ship,4,1,165,3,medium,M,51,1293,1,Courier_4
625,D,Ship,4,3,265,3,low,F,65,3578,1,Courier_2
626,F,Ship,3,2,238,3,high,F,54,3142,1,Courier_2
627,A,Ship,5,2,236,3,low,F,51,3402,1,Courier_4
628,B,Ship,4,2,190,5,high,F,38,3022,1,Courier_2
629,C,Ship,6,1,104,4,medium,F,23,1442,1,Courier_4
630,F,Ship,4,5,245,2,low,F,19,2616,1,Courier_4
631,D,Ship,3,1,155,3,medium,F,27,1022,1,Courier_5
632,F,Ship,3,2,233,3,low,M,63,2143,1,Courier_1
633,A,Ship,4,3,171,4,low,F,55,1539,1,Courier_4
634,B,Ship,2,3,164,2,low,M,56,1491,1,Courier_3
635,C,Ship,3,1,141,3,low,M,6,1361,1,Courier_1
636,F,Ship,5,3,266,2,low,F,61,2118,1,Courier_1
637,D,Ship,3,4,192,2,low,F,56,3765,1,Courier_1
638,F,Ship,3,3,229,6,medium,F,61,2298,1,Courier_5
639,A,Ship,6,2,269,4,medium,M,38,3171,1,Courier_4
640,B,Ship,3,4,247,4,low,M,59,2939,1,Courier_5
641,C,Ship,4,4,157,2,low,F,2,1087,1,Courier_4
642,F,Ship,3,2,148,3,medium,F,64,1280,1,Courier_5
643,D,Ship,4,1,240,2,low,M,14,2437,1,Courier_5
644,F,Ship,4,3,197,4,medium,M,58,3617,1,Courier_3
645,A,Ship,6,4,121,5,low,M,23,1734,1,Courier_5
646,B,Ship,4,2,124,3,high,M,60,1107,1,Courier_2
647,C,Ship,4,2,153,3,medium,F,53,1185,1,Courier_3
648,F,Ship,5,2,105,4,high,M,1,1622,1,Courier_5
649,D,Ship,4,3,202,3,medium,M,2,3962,1,Courier_1
650,F,Ship,5,4,162,2,low,F,54,1635,1,Courier_2
651,A,Ship,3,4,164,3,medium,M,13,1158,1,Courier_2
652,B,Ship,3,2,231,4,medium,M,48,3370,1,Courier_2
653,C,Ship,5,2,209,4,medium,F,12,2933,1,Courier_3
654,F,Ship,3,1,157,2,high,M,19,1898,1,Courier_5
655,D,Ship,4,5,249,2,low,M,4,2725,1,Courier_5
656,F,Ship,2,3,264,2,low,F,63,2896,1,Courier_1
657,A,Ship,3,1,111,4,low,M,61,1844,1,Courier_1
658,B,Ship,3,1,242,3,medium,F,10,3606,1,Courier_2
659,C,Road,4,4,169,3,low,M,23,1058,1,Courier_1
660,F,Road,5,3,138,2,low,M,13,1056,1,Courier_3
661,D,Road,5,1,158,3,low,M,9,1483,1,Courier_5
662,F,Road,5,3,146,4,low,M,5,1718,1,Courier_2
663,A,Road,4,4,218,5,medium,F,36,2995,1,Courier_1
664,B,Road,3,2,178,2,medium,F,22,1247,1,Courier_3
665,C,Road,4,5,197,3,low,F,34,3784,1,Courier_3
666,F,Road,3,3,243,2,medium,M,17,3230,1,Courier_1
667,D,Road,5,2,254,4,high,M,37,2608,1,Courier_5
668,F,Road,3,1,237,4,low,M,33,2782,1,Courier_1
669,A,Road,5,1,179,3,low,F,62,1945,1,Courier_2
670,B,Road,3,2,189,3,medium,M,38,2108,1,Courier_1
671,C,Road,4,3,244,3,medium,M,1,3982,1,Courier_3
672,F,Road,3,3,266,2,medium,M,46,3594,1,Courier_1
673,D,Road,5,4,263,3,high,M,10,2538,1,Courier_5
674,F,Road,3,2,247,2,medium,M,39,3189,1,Courier_4
675,A,Road,4,5,202,3,low,F,6,2616,1,Courier_1
676,B,Road,4,4,227,3,medium,F,1,2761,1,Courier_5
677,C,Road,4,5,189,2,low,F,15,2457,1,Courier_5
678,F,Road,6,4,160,2,low,F,31,1689,1,Courier_3
679,D,Road,3,3,117,3,medium,M,56,1618,1,Courier_5
680,F,Road,3,1,202,2,high,M,52,2312,1,Courier_5
681,A,Flight,4,3,201,3,medium,F,54,2487,1,Courier_5
682,B,Flight,3,4,273,2,medium,F,39,2651,1,Courier_5
683,C,Flight,4,4,143,2,medium,M,58,1038,1,Courier_2
684,F,Flight,4,5,137,4,high,M,29,1262,1,Courier_2
685,D,Flight,5,5,236,3,high,M,34,3455,1,Courier_3
686,F,Flight,4,2,241,2,low,M,17,3844,1,Courier_1
687,A,Flight,4,2,187,2,low,F,6,3625,1,Courier_5
688,B,Flight,4,5,273,2,high,M,63,3516,1,Courier_1
689,C,Flight,5,2,170,3,low,M,15,1314,1,Courier_1
690,F,Flight,3,5,138,3,low,F,37,1266,1,Courier_3
691,D,Flight,5,4,150,2,low,M,60,1034,1,Courier_5
692,F,Flight,5,5,140,3,high,F,42,1384,1,Courier_5
693,A,Flight,4,1,250,2,low,M,17,3544,1,Courier_4
694,B,Flight,3,3,207,7,medium,M,19,2182,1,Courier_1
695,C,Flight,4,4,214,3,low,M,36,2684,1,Courier_1
696,F,Flight,4,1,179,3,low,M,63,1215,1,Courier_2
697,D,Flight,5,1,149,4,medium,F,20,1110,1,Courier_4
698,F,Flight,3,5,151,2,low,F,16,1422,1,Courier_2
699,A,Flight,4,3,264,3,medium,M,23,2376,1,Courier_2
700,B,Flight,6,5,113,3,high,M,31,1037,1,Courier_2
701,C,Flight,6,1,281,3,medium,F,36,2536,1,Courier_3
702,F,Flight,4,2,197,7,medium,M,43,3730,1,Courier_3
703,D,Ship,3,4,265,8,low,F,35,3299,1,Courier_2
704,F,Ship,4,2,259,3,low,F,47,3764,1,Courier_4
705,A,Ship,5,1,200,8,low,F,18,3806,1,Courier_1
706,B,Ship,2,4,111,2,high,M,60,1787,1,Courier_4
707,C,Ship,3,5,223,3,medium,M,53,3670,1,Courier_5
708,F,Ship,3,3,241,3,low,M,5,2713,1,Courier_3
709,D,Ship,4,1,139,3,low,F,25,1152,1,Courier_1
710,F,Ship,7,1,192,3,low,M,38,1372,1,Courier_1
711,A,Ship,3,4,117,3,medium,M,23,1527,1,Courier_5
712,B,Ship,3,1,202,2,high,F,21,3120,1,Courier_5
713,C,Ship,4,2,201,3,medium,F,39,2066,1,Courier_2
714,F,Ship,3,3,273,2,medium,F,16,2466,1,Courier_3
715,D,Ship,4,3,143,2,medium,F,64,1910,1,Courier_3
716,F,Ship,4,1,137,4,high,M,15,1391,1,Courier_4
717,A,Ship,5,3,236,3,high,F,47,3519,1,Courier_2
718,B,Ship,4,1,241,2,low,F,39,2935,1,Courier_2
719,C,Ship,4,5,187,2,low,M,44,3218,1,Courier_2
720,F,Ship,4,3,273,2,high,M,43,3462,1,Courier_2
721,D,Ship,5,3,170,3,low,F,12,1018,1,Courier_3
722,F,Ship,3,4,138,3,low,F,54,1648,1,Courier_3
723,A,Ship,5,3,150,2,low,M,2,1682,1,Courier_2
724,B,Ship,5,4,140,3,high,F,56,1332,1,Courier_4
725,C,Ship,4,3,250,2,low,F,46,2878,1,Courier_1
726,F,Ship,3,4,207,7,medium,F,46,2670,1,Courier_1
727,D,Ship,4,2,214,3,low,F,18,2574,1,Courier_4
728,F,Ship,4,3,179,3,low,M,45,1903,1,Courier_2
729,A,Ship,5,2,149,4,medium,M,48,1068,1,Courier_3
730,B,Ship,3,1,151,2,low,F,4,1748,1,Courier_1
731,C,Ship,4,5,264,3,medium,M,16,2245,1,Courier_5
732,F,Ship,6,5,113,3,high,F,35,1402,1,Courier_5
733,D,Ship,6,3,281,3,medium,M,11,2135,1,Courier_4
734,F,Ship,4,4,197,7,medium,F,22,2065,1,Courier_2
735,A,Ship,3,4,265,8,low,M,2,3622,1,Courier_1
736,B,Ship,4,1,259,3,low,M,39,2427,1,Courier_2
737,C,Ship,5,3,200,8,low,F,9,2741,1,Courier_1
738,F,Ship,2,1,111,2,high,F,10,1920,1,Courier_4
739,D,Ship,3,2,223,3,medium,F,6,2127,1,Courier_4
740,F,Ship,3,2,241,3,low,M,22,3030,1,Courier_5
741,A,Ship,4,5,139,3,low,F,65,1277,1,Courier_2
742,B,Ship,7,4,192,3,low,F,33,1694,1,Courier_5
743,C,Ship,3,5,180,4,medium,F,59,1481,1,Courier_2
744,F,Ship,3,3,153,5,low,M,35,1089,1,Courier_5
745,D,Ship,2,4,280,4,low,M,48,1463,1,Courier_3
746,F,Ship,7,5,243,5,medium,M,28,1100,1,Courier_3
747,A,Ship,3,4,214,2,low,M,50,3881,1,Courier_3
748,B,Ship,4,4,177,2,low,M,6,1112,1,Courier_3
749,C,Ship,3,2,182,3,medium,F,39,3828,1,Courier_1
750,F,Ship,4,5,185,3,medium,M,17,2824,1,Courier_3
751,D,Ship,3,3,143,3,medium,M,23,1281,1,Courier_4
752,F,Ship,3,3,162,3,medium,M,7,1901,1,Courier_4
753,A,Ship,3,1,171,2,low,M,34,1999,1,Courier_1
754,B,Ship,5,1,227,3,low,F,14,2589,1,Courier_3
755,C,Ship,3,5,205,6,low,F,25,2232,1,Courier_3
756,F,Ship,3,5,258,3,low,M,17,3033,1,Courier_3
757,D,Ship,4,5,195,5,medium,F,10,3537,1,Courier_5
758,F,Ship,4,1,224,2,low,M,8,3638,1,Courier_2
759,A,Ship,2,5,192,6,low,F,41,2673,1,Courier_5
760,B,Ship,3,3,202,3,medium,F,35,3986,1,Courier_2
761,C,Ship,5,3,235,2,medium,F,12,3358,1,Courier_3
762,F,Ship,3,4,218,3,low,M,22,3818,1,Courier_3
763,D,Ship,6,5,176,4,medium,M,31,1262,1,Courier_5
764,F,Ship,3,3,221,2,medium,F,26,3120,1,Courier_5
765,A,Ship,3,4,157,3,low,F,32,1370,1,Courier_2
766,B,Ship,4,2,259,4,low,F,13,2495,1,Courier_4
767,C,Ship,2,1,249,3,low,M,11,2534,1,Courier_2
768,F,Ship,4,1,263,5,low,F,62,2292,1,Courier_5
769,D,Ship,4,3,141,3,low,F,2,1915,1,Courier_5
770,F,Ship,4,1,114,3,medium,F,9,1240,1,Courier_1
771,A,Ship,3,4,179,4,low,F,44,1004,1,Courier_5
772,B,Ship,4,3,179,3,medium,M,40,1584,1,Courier_1
773,C,Ship,3,5,193,3,low,F,47,3523,1,Courier_4
774,F,Ship,3,2,137,3,medium,F,23,1246,1,Courier_2
775,D,Ship,3,5,110,3,low,M,55,1875,1,Courier_2
776,F,Ship,3,1,270,3,medium,F,61,3582,1,Courier_1
777,A,Ship,5,1,175,3,medium,F,64,1110,1,Courier_2
778,B,Ship,5,1,234,2,low,M,12,2372,1,Courier_5
779,C,Ship,2,4,177,3,medium,M,48,1113,1,Courier_3
780,F,Ship,3,4,153,2,low,F,24,1442,1,Courier_1
781,D,Ship,4,5,252,3,low,M,16,2332,1,Courier_2
782,F,Ship,2,4,122,2,low,F,32,1213,1,Courier_1
783,A,Ship,4,5,215,2,medium,F,34,2258,1,Courier_1
784,B,Ship,3,3,140,4,low,F,47,1207,1,Courier_3
785,C,Ship,3,1,209,2,low,M,43,2237,1,Courier_5
786,F,Ship,2,3,144,3,high,M,40,1500,1,Courier_1
787,D,Ship,4,2,210,3,low,M,16,2046,1,Courier_2
788,F,Ship,5,1,160,3,medium,F,22,1693,1,Courier_4
789,A,Ship,5,4,134,2,low,F,20,1549,1,Courier_1
790,B,Ship,3,2,138,3,medium,F,34,1159,1,Courier_1
791,C,Ship,4,3,200,2,medium,M,65,3485,1,Courier_3
792,F,Ship,5,4,133,2,medium,M,30,1161,1,Courier_5
793,D,Ship,2,4,121,5,low,M,32,1788,1,Courier_4
794,F,Ship,4,3,257,3,medium,M,5,2489,1,Courier_2
795,A,Ship,4,5,255,4,low,M,14,3099,1,Courier_4
796,B,Road,4,1,158,3,low,F,32,1061,1,Courier_2
797,C,Road,4,4,248,4,low,F,49,2322,1,Courier_5
798,F,Road,2,3,194,4,medium,M,65,3795,1,Courier_2
799,D,Road,4,3,184,3,medium,F,19,2774,1,Courier_3
800,F,Road,5,5,249,4,medium,F,38,2797,1,Courier_3
801,A,Road,5,5,170,2,medium,F,36,1278,1,Courier_3
802,B,Road,3,4,261,2,medium,F,1,3398,1,Courier_3
803,C,Road,3,2,262,2,low,F,26,2370,1,Courier_4
804,F,Road,4,4,224,3,medium,M,9,2952,1,Courier_5
805,D,Road,3,4,130,2,medium,F,42,1213,1,Courier_2
806,F,Road,4,1,133,3,low,M,57,1379,1,Courier_2
807,A,Road,3,1,145,4,low,F,58,1751,1,Courier_3
808,B,Road,2,4,136,6,low,F,53,1213,1,Courier_3
809,C,Road,4,5,163,5,low,M,24,1658,1,Courier_1
810,F,Road,3,3,183,3,low,F,45,2181,1,Courier_5
811,D,Road,5,3,216,3,medium,F,1,2434,1,Courier_4
812,F,Road,4,1,182,3,medium,M,28,2005,1,Courier_2
813,A,Road,4,5,191,3,low,F,19,2392,1,Courier_1
814,B,Road,3,2,140,2,high,F,7,1401,1,Courier_1
815,C,Road,4,4,161,3,high,F,59,1165,1,Courier_2
816,F,Road,4,2,200,4,low,M,43,2747,1,Courier_4
817,D,Road,4,1,176,3,medium,F,36,1891,1,Courier_1
818,F,Flight,5,2,247,3,low,M,32,3645,1,Courier_1
819,A,Flight,3,4,262,2,low,M,15,3287,1,Courier_5
820,B,Flight,4,5,154,2,low,F,49,1532,1,Courier_4
821,C,Flight,3,1,186,3,medium,F,11,3800,1,Courier_1
822,F,Flight,2,1,98,3,low,F,29,1806,1,Courier_4
823,D,Flight,3,3,268,3,low,F,33,3872,1,Courier_2
824,F,Flight,5,3,178,2,medium,F,60,1830,1,Courier_3
825,A,Flight,3,1,142,2,high,M,18,1428,1,Courier_1
826,B,Flight,4,5,160,3,low,M,33,1837,1,Courier_5
827,C,Flight,5,2,232,2,medium,M,24,2174,1,Courier_2
828,F,Flight,4,2,209,2,low,F,23,2533,1,Courier_4
829,D,Flight,4,2,230,3,medium,M,33,3602,1,Courier_2
830,F,Flight,5,4,223,3,low,F,40,2074,1,Courier_1
831,A,Flight,4,4,201,3,high,F,7,2644,1,Courier_4
